riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-9ca4e825,SUP-2e1de5fe,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2e1de5fe is 0.,Enhance financial controls by implementing stricter budgeting processes and regular audits to ensure spend concentration remains below the defined threshold.,Active
RISK-004e8cfa,SUP-06aacf63,Country Risk,15.0,Country Risk for supplier SUP-06aacf63 is 15.,Conduct regular political stability assessments and engage in local partnerships to mitigate country risk.,Active
RISK-ade4433e,SUP-06aacf63,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-06aacf63 is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-909815a1,SUP-06aacf63,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-06aacf63 is 25.,Conduct quarterly financial health assessments of the supplier to ensure their solvency and liquidity remain stable.,Active
RISK-aa641be8,SUP-06aacf63,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-06aacf63 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-bbaeecc7,SUP-1ba726bd,Country Risk,0.0,Country Risk for supplier SUP-1ba726bd is 0.,Conduct thorough due diligence on the supplier's operations in the host country and implement robust compliance monitoring.,Active
RISK-e6611616,SUP-1ba726bd,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1ba726bd is 0.,Develop a contingency plan.,Active
RISK-8fa5af63,SUP-1ba726bd,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1ba726bd is 0.,Conduct quarterly financial health assessments of the supplier to ensure strong credit ratings and liquidity positions.,Active
RISK-10a233d7,SUP-1ba726bd,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1ba726bd is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-6e4dd411,SUP-d96cac8c,Country Risk,15.0,Country Risk for supplier SUP-d96cac8c is 15.,Implement stricter oversight mechanisms and conduct regular audits to ensure compliance and reduce the exposure from country risks scoring above 15.,Active
RISK-81a4a5d8,SUP-d96cac8c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d96cac8c is 0.,Diversify the supplier base to reduce dependency on any single supplier.,Active
RISK-0118469e,SUP-d96cac8c,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-d96cac8c is 10.,Conduct quarterly financial health assessments of suppliers to ensure they maintain solvency ratios above 1.5.,Active
RISK-47586e4e,SUP-d96cac8c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d96cac8c is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-eef75345,SUP-5ff3922e,Country Risk,15.0,Country Risk for supplier SUP-5ff3922e is 15.,Conduct thorough due diligence on suppliers in high-risk countries to assess compliance risks and implement additional monitoring mechanisms.,Active
RISK-631a89a0,SUP-5ff3922e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5ff3922e is 0.,Diversify suppliers to reduce dependency on single source providers.,Active
RISK-11a51784,SUP-5ff3922e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5ff3922e is 0.,Conduct quarterly credit checks on the supplier to ensure strong financial health.,Active
RISK-936a46d1,SUP-5ff3922e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5ff3922e is 0.,Diversify suppliers to reduce concentration in critical materials.,Active
RISK-663ef972,SUP-4fb6db9d,Country Risk,15.0,Country Risk for supplier SUP-4fb6db9d is 15.,Conduct regular security audits on local suppliers to ensure compliance with international standards.,Active
RISK-1b621319,SUP-4fb6db9d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4fb6db9d is 0.,Develop a contingency plan.,Active
RISK-ada52c34,SUP-4fb6db9d,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-4fb6db9d is 10.,Conduct quarterly financial health reviews and require the supplier to maintain adequate liquidity buffers.,Active
RISK-a619f2f2,SUP-4fb6db9d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4fb6db9d is 0.,Diversify vendor base to reduce spend concentration risk.,Active
RISK-f69fa885,SUP-34688866,Country Risk,0.0,Country Risk for supplier SUP-34688866 is 0.,Implement diversified sourcing across multiple countries to reduce dependency on the high-risk country.,Active
RISK-2a796cf6,SUP-34688866,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-34688866 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-5d44c73c,SUP-34688866,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-34688866 is 10.,Conduct quarterly credit checks on the supplier to assess their financial health and stability.,Active
RISK-bf400734,SUP-34688866,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-34688866 is 0.,Implement a diversified purchasing strategy to reduce reliance on any single supplier.,Active
RISK-c9f22a88,SUP-d598a57d,Country Risk,15.0,Country Risk for supplier SUP-d598a57d is 15.,Enhance oversight mechanisms by conducting regular audits and diversifying contracts within the country.,Active
RISK-85d7c3f6,SUP-d598a57d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d598a57d is 0.,"Diversify suppliers to reduce dependency on single sources, enhancing supply chain resilience.",Active
RISK-ed93a44b,SUP-d598a57d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d598a57d is 0.,Conduct quarterly financial health reviews and maintain multiple suppliers to reduce dependency on any single provider.,Active
RISK-b4978c71,SUP-d598a57d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d598a57d is 0.,Diversify spend across multiple suppliers to reduce reliance on any single vendor.,Active
RISK-a44bd53e,SUP-5098300c,Country Risk,15.0,Country Risk for supplier SUP-5098300c is 15.,Conduct regular security audits to identify vulnerabilities in the supplier's operations.,Active
RISK-a6b7d01d,SUP-5098300c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5098300c is 0.,Develop a contingency plan.,Active
RISK-e819c0d4,SUP-5098300c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5098300c is 0.,Conduct quarterly financial health assessments and maintain diversified vendor contracts to ensure continued access to critical resources.,Active
RISK-539a5cf0,SUP-5098300c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5098300c is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-3f105d80,SUP-77d39277,Country Risk,15.0,Country Risk for supplier SUP-77d39277 is 15.,Conduct thorough due diligence on suppliers operating in countries with high risk scores to ensure compliance with ethical standards and mitigate potential disruptions.,Active
RISK-97ffbb65,SUP-77d39277,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-77d39277 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-fc9f1820,SUP-77d39277,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-77d39277 is 0.,Conduct quarterly credit checks on the supplier to ensure their financial stability remains intact.,Active
RISK-57c92ca5,SUP-77d39277,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-77d39277 is 0.,Diversify spending across multiple suppliers to reduce concentration risk.,Active
RISK-92f10bf0,SUP-5475723a,Country Risk,0.0,Country Risk for supplier SUP-5475723a is 0.,Monitor political stability and economic growth in the country to ensure supply chain resilience and minimize potential disruptions.,Active
RISK-0f362952,SUP-5475723a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5475723a is 0.,Develop a contingency plan.,Active
RISK-bf858803,SUP-5475723a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5475723a is 0.,Conduct quarterly financial health assessments and establish credit limits to prevent supplier defaults.,Active
RISK-18a39216,SUP-5475723a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5475723a is 0.,Develop a contingency plan.,Active
RISK-fd8a14af,SUP-bf42923f,Country Risk,15.0,Country Risk for supplier SUP-bf42923f is 15.,Diversify supply chain by sourcing from multiple countries to reduce dependency on the high-risk country.,Active
RISK-9bf8d084,SUP-bf42923f,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-bf42923f is 0.,Develop a contingency plan.,Active
RISK-40e0a8b2,SUP-bf42923f,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-bf42923f is 10.,Conduct quarterly financial health reviews and implement strict credit checks on suppliers.,Active
RISK-ffee33d2,SUP-bf42923f,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-bf42923f is 0.,Implement multi-tiered spend approval processes across all categories to ensure accountability and reduce concentration.,Active
RISK-0d8160af,SUP-0f0d424d,Country Risk,0.0,Country Risk for supplier SUP-0f0d424d is 0.,Conduct regular country risk assessments to identify potential vulnerabilities and implement diversified supply chain strategies.,Active
RISK-fc96ea21,SUP-0f0d424d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0f0d424d is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-261ec065,SUP-0f0d424d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0f0d424d is 0.,Monitor supplier's financial health quarterly and maintain diversified supplier base to mitigate risks associated with financial instability.,Active
RISK-a7184d1d,SUP-0f0d424d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0f0d424d is 0.,"Diversify supplier base to reduce dependence on any single vendor, ensuring financial stability.",Active
RISK-55ef2c73,SUP-6c3e7b79,Country Risk,15.0,Country Risk for supplier SUP-6c3e7b79 is 15.,Implement strict compliance checks on suppliers based in countries with high risk scores to ensure adherence to ethical business standards.,Active
RISK-dcc792fc,SUP-6c3e7b79,Single Sourcing Risk,10.0,Single Sourcing Risk for supplier SUP-6c3e7b79 is 10.0.,Develop a contingency plan.,Active
RISK-8f541e6d,SUP-6c3e7b79,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6c3e7b79 is 0.,Monitor the supplier's financial statements regularly to ensure strong liquidity and solvency before entering into further agreements.,Active
RISK-86f89931,SUP-6c3e7b79,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6c3e7b79 is 0.,Implement real-time monitoring and automated alerts for transaction volumes exceeding thresholds to promptly address spend concentration risks.,Active
RISK-95cdf872,SUP-841a731d,Country Risk,0.0,Country Risk for supplier SUP-841a731d is 0.,Enhance local compliance monitoring in high-risk regions by establishing on-site audits and implementing robust reporting mechanisms.,Active
RISK-719455bc,SUP-841a731d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-841a731d is 0.,Develop a contingency plan.,Active
RISK-93c460a9,SUP-841a731d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-841a731d is 0.,Enhance financial health by diversifying revenue streams and reducing reliance on key suppliers.,Active
RISK-4a8c7576,SUP-841a731d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-841a731d is 0.,Diversify suppliers to reduce concentration risk across vendors.,Active
RISK-d217f7ed,SUP-34dbc6fe,Country Risk,30.0,Country Risk for supplier SUP-34dbc6fe is 30.,Conduct thorough due diligence on suppliers in countries with high risk scores to ensure compliance with regulations and ethical standards.,Active
RISK-6a2295f3,SUP-34dbc6fe,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-34dbc6fe is 0.,"Diversify suppliers to reduce dependency on a single source, ensuring resilience and minimizing potential disruptions.",Active
RISK-fd5ad77e,SUP-34dbc6fe,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-34dbc6fe is 0.,"Conduct quarterly financial health assessments on the supplier to monitor key indicators such as credit ratings, cash flow stability, and debt levels.",Active
RISK-c1cb207e,SUP-34dbc6fe,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-34dbc6fe is 0.,Implement robust vendor management systems to monitor and review spend concentration risks regularly.,Active
RISK-9810e5c0,SUP-eedc7d97,Country Risk,0.0,Country Risk for supplier SUP-eedc7d97 is 0.,Conduct thorough due diligence on suppliers in low-risk countries to ensure compliance with ethical standards.,Active
RISK-6b3d8b82,SUP-eedc7d97,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-eedc7d97 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-173bdf95,SUP-eedc7d97,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-eedc7d97 is 0.,Conduct quarterly financial health assessments to identify potential risks and strengthen supplier relationships.,Active
RISK-84e32eea,SUP-eedc7d97,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-eedc7d97 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-8e28c3e7,SUP-ec8b106d,Country Risk,15.0,Country Risk for supplier SUP-ec8b106d is 15.,"Conduct regular country risk assessments to identify and address potential risks associated with the supplier's operations in high-risk regions, ensuring compliance with local regulations and diversifying supply chains.",Active
RISK-83c000bd,SUP-ec8b106d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ec8b106d is 0.,Develop a contingency plan.,Active
RISK-5d078788,SUP-ec8b106d,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-ec8b106d is 25.,Develop a contingency plan.,Active
RISK-7c90ebd4,SUP-ec8b106d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ec8b106d is 0.,Implement quarterly spend reviews to ensure concentration levels remain below the defined threshold.,Active
RISK-93b1f1b3,SUP-206de4aa,Country Risk,0.0,Country Risk for supplier SUP-206de4aa is 0.,Diversify supply chain to include suppliers from lower-risk countries.,Active
RISK-1cd6d42f,SUP-206de4aa,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-206de4aa is 0.,Develop a contingency plan.,Active
RISK-dec68c6b,SUP-206de4aa,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-206de4aa is 0.,Monitor the financial health of suppliers regularly to ensure they maintain strong credit ratings and stable cash flow.,Active
RISK-bb6cc149,SUP-206de4aa,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-206de4aa is 0.,"Diversify spend across multiple suppliers to reduce reliance on any single vendor, thereby minimizing concentration risk.",Active
